rep,pop_init,crash_prop,tl,ts,ss,model,filename,minbin,breakpoints,loci,mutation_per_site,n_estimation,theta_per_site_median,theta_per_site_2.5.,theta_per_site_97.5.,year,Ne_median,Ne_2.5.,Ne_97.5.,Ne_12.5.,Ne_87.5.
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.224996762704979e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4224996762704979,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.224996762704979e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4224996762704979,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.370395649563079e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4370395649563079,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.370395649563079e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4370395649563079,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.427943839293488e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4427943839293488,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.427943839293488e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4427943839293488,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.428556463840387e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.44285564638403874,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.428556463840387e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.44285564638403874,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.456119350023208e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.44561193500232077,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.456119350023208e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.44561193500232077,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.49855043910273e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.449855043910273,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.49855043910273e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.449855043910273,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.51458826366153e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.45145882636615303,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.51458826366153e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.45145882636615303,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.581234343026816e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4581234343026816,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.581234343026816e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4581234343026816,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.689573900328091e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4689573900328091,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.689573900328091e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4689573900328091,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.790985452635533e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4790985452635533,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.790985452635533e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4790985452635533,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.838750045203874e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.48387500452038734,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.838750045203874e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.48387500452038734,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.859084856402382e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.48590848564023814,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.859084856402382e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.48590848564023814,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.881707448440234e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4881707448440234,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.881707448440234e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4881707448440234,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.938659467733548e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4938659467733548,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.938659467733548e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4938659467733548,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.946308132338889e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4946308132338889,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
1,200,0.5,100,200,20,stable,~/R/vcf.testing/slim_rep1_pop200_tl100_crash0.5_ts-ybp200_modelstable_ss20test13-11.vcf,2,10,,4.946308132338889e-9,30,7.70430859375e-6,1.649244384765625e-6,3.0502583984375e-5,0.4946308132338889,192.60771484375,41.231109619140625,762.564599609375,164.7748779296875,574.565673828125
